review,rating
the fries were shit idk how they managed to ruin something so simple,3.0
the fries were soggy very disappointed,1.0
the fries were stale,2.0
the fries were tasty and the sauce was good too but according to price range it was a bit small,5.0
the fries were thick and soggy,3.0
the frinch fry potion was really less,4.0
the fry was hard and old probably being cooked in the morning the last delivery was great so ordered for the second time but disappointed,3.0
the fusilli arrabbiata was sooo good and comforting,5.0
the garlic bread tasted good but i felt like they charged too much for small breads along with a bit cheese spread,3.0
the garlic herb mussels are amazing!,5.0
the garlic naan was bad,3.0
the garlic naan was okay they should have put more garlic but the chicken malai kebab tasted horrible they put a lot lot of powder milk on top of it,3.0
the garlic nan was flavorful value with the price recommended,4.0
the garlic pasta was excellent it was extreme,5.0
the garlic sauce on top of the pasta just made me vomit without that partambrososia is too good just because of the garlic sauce which couldve killed meyou guys deserve star sadly rating,2.0
the garlic sauce was not good,4.0
the gave half amount because of the discount,1.0
the ghol was kinda extra soury,3.0
the giant meal is not so good as the price is too high,1.0
the gianto burger was very disappointing it was dry and rather small in size its better to get a double decker burger they also forgot the sauce for my french fries,2.0
the gravy fell all over the place the bag was all sticky with it they put rice bowls chicken bowls on top of each other all the packages were badly damaged please improve your packaging!,1.0
the gravy tasted like vomit fries were good shredded chicken smelled funny not worth it at all just got robbed tk please remove this item,1.0
the gravy was excessive with too little chicken it was very disaapointing to see and taste given its price would not recommend because it was still edible,1.0
the gravy wasnt great from chicken biriyani i felt sand on it,1.0
the greel tested good but the nan was so hard to eat,3.0
the grill and its achaar smelled was almost at the edge of getting rotten i guess i had ordered vegetable which didnt even arrive,1.0
the grill and nan were good paratha is an average one nan size is too small for even one person but if you consider the price you wont disappoint,4.0
the grill and nun was so delicious the riders behavior was also good,5.0
the grill and the naan was very good,4.0
the grill chicken was bit over cooked the rest if the food was ok but bot the best,2.0
the grill chicken was good though the porata was so hard to eat,3.0
the grill chicken was really good,5.0
the grill chicken was really tasty and the naan too i hope theyll maintain the qualityhappy fooding,5.0
the grill chicken was so goodkeep it up special naan er size onno restaurant er tulonay small keep an eye on it,5.0
the grill chicken was very small in size normal paratha tasted pretty good but they took alot of time to deliver my food,4.0
the grill is rough the bread is rotten it seems that flour and satay meunis or sauces do not give anything totally rubbish service,1.0
the grill nun were good i just loved the vegetable curry of grill good job keep it up,5.0
the grill size was way too small comapared with money not reccmmended at all,1.0
the grill tasted like it was leftover of last day,2.0
the grill was bit too dry and nun was kinda cold but it could have been better though,3.0
the grill was dry,3.0
the grill was dry i expected grill masala,3.0
the grill was good and also the kashmiri nanvalue for money deal,5.0
the grill was good but the packaging was so poor,3.0
the grill was great but the sauce really disappointed me as i always order from dingee ik how their sauce tastes and it was different from other days,2.0
the grill was not fully friedit was looking yellownot felt good to take the meal,1.0
the grill was so spicyu cannot understand its taste,2.0
the grilled beef patty had a really bad smell it seems they serve bad meat,1.0
the grilled chicken burger and cheesebox were very tastythey looked elegant and tasted the samehope to order around sooner or later!,5.0
